Product_ID,Category,Current_Price,Competitor_Price,Demand_Level,Season,Day_of_Week,Units_Sold,Stock,Cost_per_Unit,Profit,Price_Diff,Price_Ratio,Price_Demand_Interaction,Log_Current_Price,Log_Competitor_Price
P1620,Home Appliances,856.96,1295.52,Medium,Monsoon,Tuesday,246,234,444.71,101413.5,-438.56,0.66,1713.92,6.75,7.17
P1621,Home Appliances,448.12,1908.97,Medium,Spring,Sunday,245,251,244.16,49970.2,-1460.85,0.23,896.24,6.11,7.55
P1622,Toys,132.57,247.12,High,Monsoon,Thursday,166,406,102.9,4925.22,-114.55,0.54,397.71,4.89,5.51
P1623,Sports,1180.47,652.25,High,Winter,Tuesday,296,162,871.71,91392.96,528.22,1.81,3541.41,7.07,6.48
P1624,Home Appliances,933.18,1242.15,Medium,Festival,Tuesday,403,545,536.4,159902.34,-308.97,0.75,1866.36,6.84,7.13
P1625,Books,1900.05,1929.91,Medium,Monsoon,Thursday,211,645,1435.78,97960.97,-29.86,0.98,3800.1,7.55,7.57
P1626,Books,168.18,236.37,High,Summer,Wednesday,492,806,106.76,30218.64,-68.19,0.71,504.54,5.13,5.47
P1627,Electronics,1386.52,93.97,Low,Summer,Tuesday,133,975,1036.07,46609.85,1292.55,14.75,1386.52,7.24,4.55
P1628,Home Appliances,98.68,158.71,Medium,Winter,Thursday,197,411,52.19,9158.53,-60.03,0.62,197.36,4.6,5.07
P1629,Sports,384.3,152.19,High,Spring,Sunday,398,869,244.22,55751.84,232.11,2.53,1152.9,5.95,5.03
P1630,Toys,934.48,1820.24,High,Monsoon,Saturday,347,782,590.52,119354.12,-885.76,0.51,2803.44,6.84,7.51
P1631,Toys,937.0,1456.45,Medium,Autumn,Friday,49,155,705.65,11336.15,-519.45,0.64,1874.0,6.84,7.28
P1632,Sports,1387.12,1370.36,Low,Spring,Friday,64,200,983.43,25836.16,16.76,1.01,1387.12,7.24,7.22
P1633,Clothing,1824.92,1069.02,High,Summer,Friday,112,902,1440.46,43059.52,755.9,1.71,5474.76,7.51,6.98
P1634,Beauty,1296.11,1574.81,Medium,Monsoon,Wednesday,356,686,685.56,217355.8,-278.7,0.82,2592.22,7.17,7.36
P1635,Electronics,1909.39,353.51,High,Summer,Tuesday,185,592,966.99,174344.0,1555.88,5.4,5728.17,7.56,5.87
P1636,Toys,1769.15,814.29,High,Festival,Tuesday,104,960,1160.91,63256.96,954.86,2.17,5307.45,7.48,6.7
P1637,Home Appliances,1189.77,1005.51,High,Spring,Monday,419,210,844.25,144772.88,184.26,1.18,3569.31,7.08,6.91
P1638,Electronics,1675.89,265.3,High,Autumn,Friday,213,876,1092.35,124294.02,1410.59,6.32,5027.67,7.42,5.58
P1639,Home Appliances,1303.03,868.05,Low,Festival,Wednesday,5,21,846.56,2282.35,434.98,1.5,1303.03,7.17,6.77
P1640,Clothing,203.19,667.18,Medium,Autumn,Thursday,119,61,141.83,7301.84,-463.99,0.3,406.38,5.32,6.5
P1641,Books,1494.1,119.39,Medium,Festival,Wednesday,344,962,952.76,186220.96,1374.71,12.51,2988.2,7.31,4.79
P1642,Electronics,235.07,316.63,Medium,Spring,Tuesday,249,777,186.75,12031.68,-81.56,0.74,470.14,5.46,5.76
P1643,Toys,1208.46,1539.87,Medium,Summer,Sunday,167,311,946.44,43757.34,-331.41,0.78,2416.92,7.1,7.34
P1644,Electronics,1420.15,85.17,Medium,Autumn,Sunday,383,881,990.91,164398.92,1334.98,16.67,2840.3,7.26,4.46
P1645,Electronics,179.73,1871.79,Low,Spring,Sunday,242,309,118.94,14711.18,-1692.06,0.1,179.73,5.2,7.54
P1646,Electronics,500.05,218.53,High,Autumn,Friday,280,929,381.69,33140.8,281.52,2.29,1500.15,6.22,5.39
P1647,Beauty,1835.56,1608.51,High,Spring,Monday,424,530,1088.27,316850.96,227.05,1.14,5506.68,7.52,7.38
P1648,Electronics,1251.81,1802.3,Medium,Festival,Saturday,363,149,710.36,196546.35,-550.49,0.69,2503.62,7.13,7.5
P1649,Home Appliances,530.26,1885.21,High,Spring,Wednesday,238,109,348.71,43208.9,-1354.95,0.28,1590.78,6.28,7.54
P1650,Books,1396.83,1741.58,High,Festival,Monday,306,494,974.04,129373.74,-344.75,0.8,4190.49,7.24,7.46
P1651,Clothing,1213.71,610.72,High,Summer,Sunday,205,146,928.38,58492.65,602.99,1.99,3641.13,7.1,6.42
P1652,Sports,1028.07,699.52,Medium,Festival,Tuesday,486,880,620.75,197957.52,328.55,1.47,2056.14,6.94,6.55
P1653,Electronics,1953.56,881.76,Medium,Winter,Thursday,493,375,1037.5,451617.58,1071.8,2.22,3907.12,7.58,6.78
P1654,Toys,1382.73,321.63,Low,Summer,Wednesday,314,893,955.38,134187.9,1061.1,4.3,1382.73,7.23,5.78
P1655,Electronics,782.11,93.43,Medium,Monsoon,Saturday,1,543,592.06,190.05,688.68,8.37,1564.22,6.66,4.55
P1656,Toys,1610.14,1744.79,Low,Monsoon,Tuesday,171,516,1020.75,100785.69,-134.65,0.92,1610.14,7.38,7.46
P1657,Home Appliances,1774.94,1130.55,Medium,Spring,Friday,167,666,1341.08,72454.62,644.39,1.57,3549.88,7.48,7.03
P1658,Toys,294.18,1237.01,High,Spring,Wednesday,394,170,178.67,45510.94,-942.83,0.24,882.54,5.69,7.12
P1659,Sports,441.08,1857.63,Low,Winter,Monday,258,770,275.41,42742.86,-1416.55,0.24,441.08,6.09,7.53
P1660,Books,471.64,1346.98,Low,Spring,Sunday,63,184,298.19,10927.35,-875.34,0.35,471.64,6.16,7.21
P1661,Toys,1397.86,1397.16,Low,Summer,Wednesday,272,97,741.78,178453.76,0.7,1.0,1397.86,7.24,7.24
P1662,Toys,1225.93,1584.59,Medium,Summer,Tuesday,37,408,904.06,11909.19,-358.66,0.77,2451.86,7.11,7.37
P1663,Books,1257.03,276.88,Low,Festival,Tuesday,16,998,945.02,4992.16,980.15,4.54,1257.03,7.14,5.63
P1664,Sports,1884.51,752.32,Medium,Autumn,Sunday,254,489,1073.29,206049.88,1132.19,2.5,3769.02,7.54,6.62
P1665,Electronics,1563.03,1938.01,Low,Spring,Monday,343,554,1073.67,167850.48,-374.98,0.81,1563.03,7.36,7.57
P1666,Toys,299.48,1849.71,Medium,Winter,Saturday,346,486,235.4,22171.68,-1550.23,0.16,598.96,5.71,7.52
P1667,Books,727.64,1773.95,Low,Monsoon,Tuesday,336,792,536.75,64139.04,-1046.31,0.41,727.64,6.59,7.48
P1668,Home Appliances,899.02,931.57,High,Summer,Wednesday,27,292,599.58,8084.88,-32.55,0.97,2697.06,6.8,6.84
P1669,Books,822.13,1721.53,High,Summer,Sunday,447,747,653.95,75176.46,-899.4,0.48,2466.39,6.71,7.45
P1670,Home Appliances,1355.15,144.37,Low,Summer,Saturday,111,966,726.38,69793.47,1210.78,9.39,1355.15,7.21,4.98
P1671,Sports,1789.19,339.61,Medium,Autumn,Monday,233,461,943.69,197001.5,1449.58,5.27,3578.38,7.49,5.83
P1672,Electronics,646.8,857.24,Medium,Autumn,Tuesday,478,633,459.28,89634.56,-210.44,0.75,1293.6,6.47,6.75
P1673,Books,1126.16,992.61,Medium,Spring,Sunday,64,91,831.61,18851.2,133.55,1.13,2252.32,7.03,6.9
P1674,Clothing,1589.35,563.84,High,Monsoon,Tuesday,97,222,866.27,70138.76,1025.51,2.82,4768.05,7.37,6.34
P1675,Clothing,861.63,745.13,High,Winter,Wednesday,416,825,543.2,132466.88,116.5,1.16,2584.89,6.76,6.61
P1676,Beauty,377.83,367.41,High,Autumn,Tuesday,393,529,247.29,51302.22,10.42,1.03,1133.49,5.94,5.91
P1677,Toys,976.15,1003.81,Medium,Festival,Sunday,267,143,515.77,122921.46,-27.66,0.97,1952.3,6.88,6.91
P1678,Sports,157.68,1597.99,Medium,Autumn,Wednesday,485,456,90.95,32364.05,-1440.31,0.1,315.36,5.07,7.38
P1679,Books,1887.65,1339.65,Medium,Summer,Friday,326,127,1125.08,248597.82,548.0,1.41,3775.3,7.54,7.2
P1680,Clothing,195.9,260.19,Low,Winter,Sunday,414,605,138.78,23647.68,-64.29,0.75,195.9,5.28,5.57
P1681,Toys,904.99,1000.78,Low,Spring,Saturday,232,779,673.85,53624.48,-95.79,0.9,904.99,6.81,6.91
P1682,Clothing,1083.27,1410.41,Low,Autumn,Wednesday,399,252,590.38,196663.11,-327.14,0.77,1083.27,6.99,7.25
P1683,Books,1971.34,1083.3,High,Summer,Thursday,443,758,1403.48,251561.98,888.04,1.82,5914.02,7.59,6.99
P1684,Home Appliances,373.74,813.77,High,Festival,Tuesday,48,159,275.38,4721.28,-440.03,0.46,1121.22,5.93,6.7
P1685,Books,273.14,1262.73,Medium,Festival,Friday,350,895,137.09,47617.5,-989.59,0.22,546.28,5.61,7.14
P1686,Beauty,66.98,1938.85,Low,Spring,Saturday,210,542,51.26,3301.2,-1871.87,0.03,66.98,4.22,7.57
P1687,Books,353.36,235.07,Medium,Spring,Monday,76,655,218.93,10216.68,118.29,1.5,706.72,5.87,5.46
P1688,Books,454.18,810.53,Low,Autumn,Thursday,247,388,258.67,48290.97,-356.35,0.56,454.18,6.12,6.7
P1689,Beauty,1279.63,842.88,Low,Spring,Monday,316,617,984.0,93419.08,436.75,1.52,1279.63,7.16,6.74
P1690,Sports,478.43,1175.09,Medium,Monsoon,Sunday,68,975,356.07,8320.48,-696.66,0.41,956.86,6.17,7.07
P1691,Books,90.02,346.74,Medium,Monsoon,Thursday,313,534,55.23,10889.27,-256.72,0.26,180.04,4.51,5.85
P1692,Beauty,1661.91,394.45,Low,Summer,Friday,64,522,938.28,46312.32,1267.46,4.21,1661.91,7.42,5.98
P1693,Toys,762.91,606.45,Low,Summer,Saturday,182,671,540.18,40536.86,156.46,1.26,762.91,6.64,6.41
P1694,Home Appliances,739.71,1913.95,High,Summer,Friday,80,126,438.45,24100.8,-1174.24,0.39,2219.13,6.61,7.56
P1695,Home Appliances,639.83,1481.51,Medium,Monsoon,Friday,343,673,432.04,71271.97,-841.68,0.43,1279.66,6.46,7.3
P1696,Books,1951.98,1340.3,Medium,Autumn,Thursday,203,585,1393.1,113452.64,611.68,1.46,3903.96,7.58,7.2
P1697,Sports,381.73,1643.07,Medium,Autumn,Wednesday,182,946,198.84,33285.98,-1261.34,0.23,763.46,5.95,7.4
P1698,Sports,1801.56,298.77,Medium,Spring,Saturday,443,999,1130.37,297337.17,1502.79,6.03,3603.12,7.5,5.7
P1699,Toys,1564.77,1725.7,Low,Autumn,Monday,472,671,1042.77,246384.0,-160.93,0.91,1564.77,7.36,7.45
P1700,Books,199.14,1209.92,High,Summer,Wednesday,214,326,123.42,16204.08,-1010.78,0.16,597.42,5.3,7.1
P1701,Home Appliances,1974.12,703.89,Medium,Winter,Wednesday,423,885,1191.45,331069.41,1270.23,2.8,3948.24,7.59,6.56
P1702,Sports,579.16,1640.92,Low,Summer,Tuesday,120,21,297.32,33820.8,-1061.76,0.35,579.16,6.36,7.4
P1703,Books,242.24,1615.0,Low,Monsoon,Sunday,399,99,135.31,42665.07,-1372.76,0.15,242.24,5.49,7.39
P1704,Clothing,1667.16,1699.13,Low,Winter,Monday,241,397,948.25,173257.31,-31.97,0.98,1667.16,7.42,7.44
P1705,Sports,1428.02,275.26,Low,Spring,Thursday,335,92,1086.16,114523.1,1152.76,5.19,1428.02,7.26,5.62
P1706,Beauty,1253.58,1940.25,Low,Festival,Sunday,202,985,709.75,109853.66,-686.67,0.65,1253.58,7.13,7.57
P1707,Clothing,354.16,1921.27,Medium,Autumn,Tuesday,412,771,275.5,32407.92,-1567.11,0.18,708.32,5.87,7.56
P1708,Sports,983.07,747.07,Medium,Autumn,Tuesday,292,905,562.1,122923.24,236.0,1.32,1966.14,6.89,6.62
P1709,Home Appliances,1572.08,178.49,High,Monsoon,Sunday,54,405,1229.71,18487.98,1393.59,8.81,4716.24,7.36,5.19
P1710,Electronics,642.07,375.76,Medium,Summer,Friday,145,554,485.53,22698.3,266.31,1.71,1284.14,6.47,5.93
P1711,Clothing,657.8,1986.02,Low,Summer,Thursday,356,670,446.17,75340.28,-1328.22,0.33,657.8,6.49,7.59
P1712,Toys,56.12,1147.88,High,Winter,Wednesday,86,649,30.14,2234.28,-1091.76,0.05,168.36,4.05,7.05
P1713,Toys,389.77,745.41,Low,Autumn,Saturday,471,109,290.36,46822.11,-355.64,0.52,389.77,5.97,6.62
P1714,Home Appliances,1757.04,612.0,Low,Monsoon,Wednesday,477,466,1080.62,322652.34,1145.04,2.87,1757.04,7.47,6.42
P1715,Sports,911.41,551.13,Medium,Spring,Wednesday,22,883,632.34,6139.54,360.28,1.65,1822.82,6.82,6.31
P1716,Books,1969.26,1345.1,Low,Summer,Friday,331,337,1008.62,317971.84,624.16,1.46,1969.26,7.59,7.2
P1717,Sports,821.63,867.81,Medium,Autumn,Wednesday,292,733,442.31,110761.44,-46.18,0.95,1643.26,6.71,6.77
P1718,Home Appliances,1444.61,1932.55,Low,Festival,Monday,236,83,1087.96,84169.4,-487.94,0.75,1444.61,7.28,7.57
P1719,Toys,599.74,1383.49,High,Monsoon,Wednesday,29,105,440.39,4621.15,-783.75,0.43,1799.22,6.4,7.23
P1720,Sports,759.43,1594.49,Low,Winter,Wednesday,183,101,386.97,68160.18,-835.06,0.48,759.43,6.63,7.37
P1721,Toys,421.92,620.85,Medium,Summer,Monday,426,339,299.71,52061.46,-198.93,0.68,843.84,6.05,6.43
P1722,Clothing,726.77,204.41,Low,Summer,Friday,160,849,498.15,36579.2,522.36,3.56,726.77,6.59,5.33
P1723,Books,1117.11,1001.25,Medium,Spring,Tuesday,398,957,772.71,137071.2,115.86,1.12,2234.22,7.02,6.91
P1724,Clothing,1983.96,663.43,Medium,Summer,Thursday,18,184,1370.58,11040.84,1320.53,2.99,3967.92,7.59,6.5
P1725,Toys,1345.19,444.06,High,Monsoon,Friday,38,746,763.61,22100.04,901.13,3.03,4035.57,7.21,6.1
P1726,Toys,438.53,1907.65,Medium,Autumn,Wednesday,101,324,350.55,8885.98,-1469.12,0.23,877.06,6.09,7.55
P1727,Electronics,137.67,915.78,High,Autumn,Tuesday,290,696,97.31,11704.4,-778.11,0.15,413.01,4.93,6.82
P1728,Electronics,296.4,390.68,High,Autumn,Thursday,377,577,231.79,24357.97,-94.28,0.76,889.2,5.7,5.97
P1729,Clothing,1146.98,437.37,Low,Festival,Thursday,173,506,674.5,81739.04,709.61,2.62,1146.98,7.05,6.08
P1730,Beauty,1542.06,597.38,High,Festival,Thursday,343,278,1151.89,133828.31,944.68,2.58,4626.18,7.34,6.39
P1731,Clothing,1883.82,1998.67,Medium,Summer,Monday,416,437,1058.29,343420.48,-114.85,0.94,3767.64,7.54,7.6
P1732,Electronics,80.86,572.62,Medium,Festival,Monday,366,44,49.15,11605.86,-491.76,0.14,161.72,4.41,6.35
P1733,Toys,1069.38,691.16,High,Festival,Tuesday,67,128,560.34,34105.68,378.22,1.55,3208.14,6.98,6.54
P1734,Home Appliances,968.19,1335.69,Low,Spring,Wednesday,191,380,664.32,58039.17,-367.5,0.72,968.19,6.88,7.2
P1735,Clothing,1329.31,623.22,High,Festival,Sunday,439,934,1006.26,141818.95,706.09,2.13,3987.93,7.19,6.44
P1736,Toys,1141.18,470.82,High,Winter,Tuesday,43,577,818.22,13887.28,670.36,2.42,3423.54,7.04,6.16
P1737,Home Appliances,1389.73,359.34,Medium,Winter,Wednesday,123,910,917.49,58085.52,1030.39,3.87,2779.46,7.24,5.89
P1738,Home Appliances,1333.26,659.73,Low,Winter,Friday,278,460,823.21,141793.9,673.53,2.02,1333.26,7.2,6.49
P1739,Electronics,278.17,256.54,Low,Summer,Sunday,343,318,210.55,23193.66,21.63,1.08,278.17,5.63,5.55
P1740,Clothing,1609.45,86.36,Low,Autumn,Thursday,196,366,899.11,139226.64,1523.09,18.64,1609.45,7.38,4.47
P1741,Sports,290.3,1619.05,Low,Spring,Thursday,333,385,220.39,23280.03,-1328.75,0.18,290.3,5.67,7.39
P1742,Books,1412.13,318.9,Medium,Summer,Monday,125,837,772.48,79956.25,1093.23,4.43,2824.26,7.25,5.77
P1743,Electronics,861.48,1563.15,Low,Autumn,Sunday,96,114,593.71,25705.92,-701.67,0.55,861.48,6.76,7.36
P1744,Electronics,1052.01,1605.21,Low,Spring,Friday,378,399,704.62,131313.42,-553.2,0.66,1052.01,6.96,7.38
P1745,Sports,1811.43,1098.94,Low,Spring,Saturday,157,185,1202.42,95614.57,712.49,1.65,1811.43,7.5,7.0
P1746,Books,1785.27,653.88,Medium,Spring,Friday,40,115,1301.98,19331.6,1131.39,2.73,3570.54,7.49,6.48
P1747,Toys,1644.82,332.81,Medium,Winter,Wednesday,360,601,976.34,240652.8,1312.01,4.94,3289.64,7.41,5.81
P1748,Beauty,1044.79,1486.77,Low,Winter,Friday,173,172,585.28,79495.23,-441.98,0.7,1044.79,6.95,7.31
P1749,Clothing,1485.67,1222.7,Medium,Winter,Sunday,375,923,866.92,232031.25,262.97,1.22,2971.34,7.3,7.11
P1750,Beauty,1050.15,1328.13,High,Spring,Sunday,394,276,754.62,116438.82,-277.98,0.79,3150.45,6.96,7.19
P1751,Toys,1745.73,66.9,Low,Monsoon,Monday,461,572,1221.22,241799.11,1678.83,26.09,1745.73,7.47,4.22
P1752,Electronics,835.41,1858.66,Medium,Spring,Wednesday,173,898,606.05,39679.28,-1023.25,0.45,1670.82,6.73,7.53
P1753,Books,1941.96,179.27,Low,Winter,Tuesday,120,288,1513.4,51427.2,1762.69,10.83,1941.96,7.57,5.19
P1754,Electronics,1868.03,765.27,Low,Spring,Wednesday,273,312,1167.24,191315.67,1102.76,2.44,1868.03,7.53,6.64
P1755,Home Appliances,1496.13,835.29,Medium,Winter,Tuesday,358,596,1025.22,168585.78,660.84,1.79,2992.26,7.31,6.73
P1756,Electronics,594.86,52.64,High,Winter,Saturday,386,964,430.77,63338.74,542.22,11.3,1784.58,6.39,3.98
P1757,Electronics,306.72,1019.32,Low,Winter,Wednesday,401,962,154.15,61180.57,-712.6,0.3,306.72,5.73,6.93
P1758,Toys,1716.67,1517.98,High,Monsoon,Thursday,364,870,1132.89,212495.92,198.69,1.13,5150.01,7.45,7.33
P1759,Toys,372.34,1655.37,Medium,Autumn,Saturday,346,136,257.39,39772.7,-1283.03,0.22,744.68,5.92,7.41
P1760,Toys,1715.81,1764.82,Low,Spring,Tuesday,375,255,1035.4,255153.75,-49.01,0.97,1715.81,7.45,7.48
P1761,Beauty,1006.99,1001.05,Medium,Summer,Monday,422,833,536.63,198491.92,5.94,1.01,2013.98,6.92,6.91
P1762,Home Appliances,842.79,1279.74,Medium,Winter,Saturday,421,243,614.94,95924.85,-436.95,0.66,1685.58,6.74,7.16
P1763,Toys,1811.22,205.06,Medium,Monsoon,Saturday,319,676,1284.63,167982.21,1606.16,8.83,3622.44,7.5,5.33
P1764,Books,1227.51,1001.67,Medium,Summer,Saturday,261,594,753.96,123596.55,225.84,1.23,2455.02,7.11,6.91
P1765,Beauty,1174.4,351.89,Low,Autumn,Tuesday,281,940,934.35,67454.05,822.51,3.34,1174.4,7.07,5.87
P1766,Sports,1139.59,770.8,High,Spring,Tuesday,329,448,753.85,126908.46,368.79,1.48,3418.77,7.04,6.65
P1767,Books,773.78,692.15,High,Monsoon,Wednesday,124,146,409.34,45190.56,81.63,1.12,2321.34,6.65,6.54
P1768,Clothing,1582.0,875.9,Low,Winter,Thursday,476,795,952.17,299799.08,706.1,1.81,1582.0,7.37,6.78
P1769,Clothing,542.96,1164.69,Low,Winter,Saturday,278,565,334.41,57976.9,-621.73,0.47,542.96,6.3,7.06
P1770,Books,1880.85,1810.61,High,Winter,Wednesday,93,768,1312.34,52871.43,70.24,1.04,5642.55,7.54,7.5
P1771,Toys,1793.27,819.25,High,Monsoon,Wednesday,447,158,1020.49,345432.66,974.02,2.19,5379.81,7.49,6.71
P1772,Sports,708.09,1963.21,Low,Summer,Thursday,35,65,509.2,6961.15,-1255.12,0.36,708.09,6.56,7.58
P1773,Sports,1472.45,1530.1,Medium,Autumn,Wednesday,311,697,1050.93,131092.72,-57.65,0.96,2944.9,7.3,7.33
P1774,Beauty,1167.79,1047.39,Low,Spring,Thursday,128,365,849.75,40709.12,120.4,1.11,1167.79,7.06,6.96
P1775,Sports,708.42,1305.85,High,Autumn,Monday,20,266,403.57,6097.0,-597.43,0.54,2125.26,6.56,7.18
P1776,Clothing,1977.62,249.34,Medium,Winter,Thursday,261,932,1508.73,122380.29,1728.28,7.93,3955.24,7.59,5.52
P1777,Home Appliances,99.21,1696.82,High,Autumn,Friday,167,822,51.89,7902.44,-1597.61,0.06,297.63,4.61,7.44
P1778,Toys,542.66,1185.6,Medium,Summer,Thursday,319,72,273.58,85836.52,-642.94,0.46,1085.32,6.3,7.08
P1779,Sports,1064.14,1972.83,High,Festival,Thursday,236,835,695.58,86980.16,-908.69,0.54,3192.42,6.97,7.59
P1780,Beauty,1067.81,1291.04,Medium,Festival,Sunday,32,945,633.8,13888.32,-223.23,0.83,2135.62,6.97,7.16
P1781,Clothing,1198.42,1676.52,Low,Spring,Friday,231,72,889.2,71429.82,-478.1,0.71,1198.42,7.09,7.43
P1782,Home Appliances,1515.77,1609.54,Low,Spring,Thursday,191,815,812.58,134309.29,-93.77,0.94,1515.77,7.32,7.38
P1783,Electronics,1265.78,723.65,Medium,Autumn,Tuesday,330,38,675.35,194841.9,542.13,1.75,2531.56,7.14,6.59
P1784,Electronics,1220.55,556.24,Medium,Spring,Sunday,424,561,731.03,207556.48,664.31,2.19,2441.1,7.11,6.32
P1785,Home Appliances,154.35,889.46,Low,Monsoon,Wednesday,145,668,86.45,9845.5,-735.11,0.17,154.35,5.05,6.79
P1786,Clothing,784.23,961.12,Low,Summer,Wednesday,101,609,570.68,21568.55,-176.89,0.82,784.23,6.67,6.87
P1787,Beauty,502.51,518.17,Medium,Winter,Monday,79,577,255.61,19505.1,-15.66,0.97,1005.02,6.22,6.25
P1788,Home Appliances,567.47,1794.47,Medium,Winter,Monday,457,309,296.99,123609.36,-1227.0,0.32,1134.94,6.34,7.49
P1789,Toys,1130.96,1107.97,Low,Autumn,Friday,160,714,887.32,38982.4,22.99,1.02,1130.96,7.03,7.01
P1790,Toys,439.04,1957.97,High,Winter,Tuesday,255,621,306.28,33853.8,-1518.93,0.22,1317.12,6.09,7.58
P1791,Electronics,623.2,1629.53,Low,Autumn,Monday,279,224,333.99,80689.59,-1006.33,0.38,623.2,6.44,7.4
P1792,Sports,512.32,1133.62,Medium,Spring,Wednesday,459,150,352.06,73559.34,-621.3,0.45,1024.64,6.24,7.03
P1793,Beauty,1899.58,1896.73,Medium,Spring,Monday,188,935,986.76,171610.16,2.85,1.0,3799.16,7.55,7.55
P1794,Electronics,1892.1,1034.51,High,Monsoon,Monday,461,516,1333.37,257574.53,857.59,1.83,5676.3,7.55,6.94
P1795,Sports,1239.39,1779.86,Low,Monsoon,Thursday,210,570,846.83,82437.6,-540.47,0.7,1239.39,7.12,7.48
P1796,Sports,1852.82,748.38,Medium,Summer,Monday,241,508,1176.86,162906.36,1104.44,2.48,3705.64,7.53,6.62
P1797,Toys,1582.33,788.35,Low,Winter,Friday,56,636,904.67,37948.96,793.98,2.01,1582.33,7.37,6.67
P1798,Clothing,1200.4,865.35,Medium,Monsoon,Wednesday,137,511,932.21,36742.03,335.05,1.39,2400.8,7.09,6.76
P1799,Books,62.55,1115.92,High,Summer,Friday,106,750,41.39,2242.96,-1053.37,0.06,187.65,4.15,7.02
P1800,Clothing,1556.41,1129.31,Low,Festival,Sunday,69,773,1057.2,34445.49,427.1,1.38,1556.41,7.35,7.03
P1801,Books,1419.85,1017.98,Low,Monsoon,Friday,190,596,990.16,81641.1,401.87,1.39,1419.85,7.26,6.93
P1802,Home Appliances,1249.74,646.7,High,Summer,Saturday,192,200,637.71,117509.76,603.04,1.93,3749.22,7.13,6.47
P1803,Toys,1532.83,1858.05,Medium,Autumn,Tuesday,491,720,1173.93,176219.9,-325.22,0.82,3065.66,7.34,7.53
P1804,Sports,1050.2,1197.74,Medium,Autumn,Sunday,278,684,816.24,65040.88,-147.54,0.88,2100.4,6.96,7.09
P1805,Beauty,1422.96,845.09,Low,Summer,Sunday,32,660,1056.77,11718.08,577.87,1.68,1422.96,7.26,6.74
P1806,Books,1873.59,1319.8,High,Spring,Saturday,175,58,1357.78,90266.75,553.79,1.42,5620.77,7.54,7.19
P1807,Clothing,782.82,1547.54,Low,Festival,Saturday,258,372,466.55,81597.66,-764.72,0.51,782.82,6.66,7.35
P1808,Sports,1430.84,1923.42,Low,Summer,Thursday,123,888,806.66,76774.14,-492.58,0.74,1430.84,7.27,7.56
P1809,Books,977.59,1024.12,Medium,Monsoon,Friday,85,636,626.17,29870.7,-46.53,0.95,1955.18,6.89,6.93
P1810,Books,1365.08,268.59,Medium,Spring,Tuesday,476,689,784.55,276332.28,1096.49,5.08,2730.16,7.22,5.6
P1811,Books,1537.64,909.49,Medium,Summer,Wednesday,436,505,979.56,243322.88,628.15,1.69,3075.28,7.34,6.81
P1812,Beauty,138.63,983.99,Medium,Winter,Wednesday,216,286,106.89,6855.84,-845.36,0.14,277.26,4.94,6.89
P1813,Toys,1310.87,1799.14,Medium,Monsoon,Tuesday,216,56,662.35,140080.32,-488.27,0.73,2621.74,7.18,7.5
P1814,Beauty,492.15,819.86,High,Monsoon,Sunday,14,780,283.1,2926.7,-327.71,0.6,1476.45,6.2,6.71
P1815,Electronics,1356.56,1908.98,Low,Autumn,Friday,37,935,914.27,16364.73,-552.42,0.71,1356.56,7.21,7.55
P1816,Sports,963.24,996.01,High,Winter,Friday,27,225,642.84,8650.8,-32.77,0.97,2889.72,6.87,6.9
P1817,Toys,1558.43,1948.87,Low,Winter,Thursday,152,239,809.05,113905.76,-390.44,0.8,1558.43,7.35,7.58
P1818,Toys,290.63,65.99,Medium,Monsoon,Thursday,64,648,165.64,7999.36,224.64,4.4,581.26,5.68,4.2
P1819,Toys,1271.33,1802.69,High,Festival,Saturday,70,332,1008.82,18375.7,-531.36,0.71,3813.99,7.15,7.5
P1820,Clothing,593.02,1865.68,Low,Spring,Wednesday,154,839,355.3,36608.88,-1272.66,0.32,593.02,6.39,7.53
P1821,Toys,1713.31,1923.99,Medium,Autumn,Thursday,438,430,980.7,320883.18,-210.68,0.89,3426.62,7.45,7.56
P1822,Beauty,1860.35,75.5,Medium,Winter,Tuesday,253,234,1233.47,158600.64,1784.85,24.64,3720.7,7.53,4.34
P1823,Toys,1992.98,384.82,High,Autumn,Wednesday,271,671,1131.33,233507.15,1608.16,5.18,5978.94,7.6,5.96
P1824,Home Appliances,1602.21,1324.84,High,Monsoon,Sunday,29,296,1242.45,10433.04,277.37,1.21,4806.63,7.38,7.19
P1825,Sports,1519.78,99.67,High,Spring,Sunday,484,55,1022.46,240702.88,1420.11,15.25,4559.34,7.33,4.61
P1826,Toys,470.23,174.04,Medium,Summer,Friday,74,981,372.68,7218.7,296.19,2.7,940.46,6.16,5.17
P1827,Sports,705.21,481.1,Low,Winter,Wednesday,284,822,372.66,94444.2,224.11,1.47,705.21,6.56,6.18
P1828,Home Appliances,958.08,1049.26,Low,Spring,Monday,59,23,687.48,15965.4,-91.18,0.91,958.08,6.87,6.96
P1829,Home Appliances,1558.09,1114.51,High,Autumn,Wednesday,243,642,929.97,152633.16,443.58,1.4,4674.27,7.35,7.02
P1830,Sports,1834.18,116.81,Low,Monsoon,Thursday,329,917,929.28,297712.1,1717.37,15.7,1834.18,7.51,4.77
P1831,Books,418.82,382.22,Medium,Spring,Tuesday,149,384,331.28,13043.46,36.6,1.1,837.64,6.04,5.95
P1832,Electronics,1848.62,1024.43,Low,Summer,Friday,10,712,1137.82,7108.0,824.19,1.8,1848.62,7.52,6.93
