Product_ID,Category,Current_Price,Competitor_Price,Demand_Level,Season,Day_of_Week,Units_Sold,Stock,Rating
P2381,Clothing,314.59,930.24,Low,Festival,Thursday,163,401,4.14
P2382,Electronics,1792.59,1027.82,Low,Festival,Sunday,443,398,1.06
P2383,Beauty,195.54,1065.62,Medium,Summer,Monday,265,582,4.65
P2384,Home Appliances,1820.08,924.32,Low,Spring,Friday,360,977,2.1
P2385,Sports,1993.3,549.37,Low,Festival,Saturday,138,881,4.55
P2386,Electronics,1415.84,284.66,Medium,Spring,Sunday,301,709,1.79
P2387,Toys,1552.37,242.15,Medium,Autumn,Wednesday,466,478,2.76
P2388,Beauty,707.74,1527.05,High,Spring,Sunday,365,417,4
P2389,Electronics,1886.07,485.88,Low,Summer,Thursday,493,528,3.56
P2390,Books,1082.94,158.56,Medium,Winter,Saturday,399,198,2.66
P2391,Books,1478.16,1605.16,Low,Winter,Sunday,493,604,3.71
P2392,Clothing,1852.01,350.42,High,Summer,Wednesday,30,360,3.2
P2393,Sports,1951.6,1269.03,Low,Winter,Sunday,304,941,2.1
P2394,Home Appliances,1674.75,710.35,Low,Summer,Friday,480,292,3.59
P2395,Sports,640.88,296.64,Low,Festival,Saturday,168,645,1.82
P2396,Sports,1934.77,858.24,Medium,Spring,Monday,91,166,3.78
P2397,Sports,1274.83,78.88,Medium,Winter,Thursday,91,608,1.01
P2398,Sports,1864.75,1690.04,High,Festival,Thursday,211,157,3.2
P2399,Toys,1368.4,1051.32,Low,Winter,Saturday,330,79,2.6
P2400,Toys,649.12,321.36,High,Autumn,Wednesday,300,981,2.21
P2401,Clothing,771.55,512.11,High,Summer,Friday,174,379,3.06
P2402,Electronics,1123.42,923.55,Medium,Summer,Sunday,134,597,3.58
P2403,Books,1590.53,418.3,Low,Festival,Sunday,373,635,4.86
P2404,Sports,670.07,573.77,Low,Autumn,Tuesday,24,524,4.33
P2405,Clothing,1180.48,1092.05,High,Spring,Thursday,201,243,3.87
P2406,Electronics,723.97,1673.59,Low,Autumn,Sunday,219,688,2.92
P2407,Books,1640.75,833.59,Medium,Autumn,Monday,7,620,2.57
P2408,Beauty,960.12,1448.1,High,Monsoon,Thursday,6,645,1.13
P2409,Home Appliances,199.61,1759.53,High,Spring,Thursday,118,476,2.44
P2410,Toys,373.8,471.79,Medium,Spring,Tuesday,161,566,4.39
P2411,Beauty,169.15,1624.02,Medium,Autumn,Tuesday,85,903,2.54
P2412,Books,1023.64,1526.93,Medium,Winter,Friday,366,845,2.85
P2413,Beauty,257.36,746.03,Medium,Monsoon,Sunday,248,296,2.09
P2414,Home Appliances,272.57,1979.56,Medium,Winter,Sunday,166,627,2.1
P2415,Clothing,1885.04,562.02,Medium,Autumn,Thursday,428,303,1.25
P2416,Books,1751.68,546.87,High,Winter,Thursday,145,490,3.46
P2417,Beauty,931.57,1555.91,Low,Spring,Wednesday,31,143,2.79
P2418,Toys,1972.32,897.58,Low,Spring,Wednesday,421,17,3.42
P2419,Toys,50.36,695.05,High,Winter,Sunday,395,37,3.19
P2420,Electronics,1247.26,398.39,Low,Spring,Saturday,220,792,4.2
P2421,Beauty,1252.03,1542.4,Low,Summer,Saturday,133,744,4
P2422,Sports,942.01,1583.33,High,Spring,Monday,64,529,4.09
P2423,Beauty,824.05,1154.8,Low,Autumn,Sunday,76,319,3
P2424,Clothing,938,1916.76,Low,Festival,Sunday,131,655,2.42
P2425,Books,859.17,670.42,High,Winter,Sunday,312,550,4.73
P2426,Books,1474.46,478.26,Low,Monsoon,Monday,319,636,1.22
P2427,Clothing,313.94,1371.06,Medium,Winter,Wednesday,361,503,1.61
P2428,Beauty,435.4,1528.9,High,Spring,Saturday,38,43,2.68
P2429,Clothing,402.01,488.57,Low,Spring,Sunday,54,16,3.46
P2430,Home Appliances,561.82,199.39,Low,Festival,Monday,130,49,1.03
P2431,Clothing,1074.25,1630.51,Medium,Festival,Thursday,218,339,3.88
P2432,Toys,266.86,1954.18,High,Monsoon,Saturday,2,918,3.23
P2433,Clothing,1742.93,1307.11,High,Autumn,Tuesday,246,71,2.94
P2434,Books,629.85,591.84,Low,Summer,Saturday,140,95,2.69
P2435,Toys,366.95,1993.51,Medium,Autumn,Thursday,296,734,3.08
P2436,Books,1367.46,1791.87,Medium,Monsoon,Wednesday,258,125,1.65
P2437,Electronics,124.27,1051.09,Medium,Winter,Friday,105,586,1.43
P2438,Sports,1258.94,1659.38,Medium,Spring,Friday,381,306,2.16
P2439,Books,1411.49,1640.85,Medium,Autumn,Wednesday,336,388,3.84
P2440,Toys,469.09,1872.86,Medium,Spring,Thursday,478,691,3.35
P2441,Electronics,131.83,1689.8,High,Spring,Monday,185,637,2.92
P2442,Books,759.11,1305.17,Low,Autumn,Saturday,303,331,3.29
P2443,Home Appliances,242.26,1238.14,Low,Autumn,Saturday,494,637,3.24
P2444,Clothing,277.13,961.35,Medium,Festival,Monday,244,742,2.23
P2445,Sports,545.81,1271.65,High,Monsoon,Friday,164,404,1.39
P2446,Books,626.16,1600.67,High,Monsoon,Sunday,132,366,4.59
P2447,Electronics,1083.44,1939.62,Medium,Summer,Sunday,203,571,3.4
P2448,Home Appliances,1372.86,961.21,Low,Festival,Wednesday,408,848,3.79
P2449,Beauty,1205.9,1168.62,Medium,Summer,Sunday,210,428,2.86
P2450,Electronics,339.3,917.37,High,Autumn,Wednesday,347,487,4.03
P2451,Clothing,385.57,1353.55,Medium,Monsoon,Sunday,101,345,3.34
P2452,Electronics,1763.6,1278.34,Low,Monsoon,Tuesday,446,600,1.22
P2453,Home Appliances,1138.79,84.78,Low,Summer,Friday,386,29,4.56
P2454,Electronics,1746.38,1105.27,High,Winter,Wednesday,271,421,2.22
P2455,Home Appliances,774.52,222.55,Medium,Festival,Tuesday,459,900,1.55
P2456,Books,1248.08,101.45,Medium,Festival,Monday,475,558,1.35
P2457,Home Appliances,1071.14,1592.83,High,Festival,Friday,49,268,3.88
P2458,Home Appliances,672.29,554.37,Medium,Monsoon,Friday,368,614,3.82
P2459,Sports,966.33,714.28,High,Spring,Wednesday,239,708,3.8
P2460,Home Appliances,1029.86,174.96,Medium,Monsoon,Wednesday,215,366,4.66
P2461,Home Appliances,441.5,400.03,Low,Spring,Thursday,291,210,2.4
P2462,Beauty,664.27,1542.93,High,Monsoon,Sunday,372,420,3.24
P2463,Books,1593.25,1012.39,Medium,Autumn,Monday,350,297,3.48
P2464,Clothing,1835.79,1767.3,Medium,Monsoon,Monday,431,57,4.92
P2465,Sports,751.6,824.62,Medium,Autumn,Saturday,280,774,2.25
P2466,Beauty,648.6,573.97,High,Spring,Tuesday,467,567,4.83
P2467,Toys,430.63,727.82,Low,Festival,Tuesday,316,379,1.59
P2468,Books,1373.06,1439.9,Medium,Spring,Thursday,477,240,4.06
P2469,Books,680.04,1132.26,High,Summer,Saturday,77,104,3.53
P2470,Toys,1976.11,1813.17,Medium,Festival,Monday,304,312,4.27
P2471,Clothing,685.09,1224.23,Low,Monsoon,Sunday,151,227,1.11
P2472,Home Appliances,818.57,1011.39,Low,Monsoon,Sunday,396,561,1.31
P2473,Beauty,1226.5,1582.22,Low,Monsoon,Sunday,497,396,1.28
P2474,Electronics,1613.28,1897.69,High,Monsoon,Sunday,496,724,3.37
P2475,Sports,965.56,743.9,Medium,Monsoon,Tuesday,297,637,3.41
P2476,Electronics,874.18,537.26,High,Spring,Monday,157,934,4.62
P2477,Toys,1991.49,1251.62,Medium,Autumn,Sunday,198,100,2.87
P2478,Books,70.46,1022.8,High,Spring,Monday,435,67,1.27
P2479,Clothing,1795.38,1978.91,Medium,Winter,Saturday,384,443,1.84
P2480,Books,340.82,951.61,High,Spring,Tuesday,407,531,1.03
P2481,Sports,1582.55,194.95,Medium,Festival,Wednesday,287,777,4.11
P2482,Books,1254.97,1955.87,High,Monsoon,Wednesday,493,838,4.26
P2483,Books,716.6,1694.99,Low,Spring,Saturday,405,770,4.99
P2484,Sports,1754.06,397.59,High,Autumn,Tuesday,24,492,2.65
P2485,Beauty,75.17,1813.98,Low,Monsoon,Thursday,456,376,1.08
P2486,Beauty,492.05,714.3,Low,Summer,Friday,492,898,1.94
P2487,Sports,1155.44,785.37,Medium,Winter,Saturday,9,838,3.35
P2488,Clothing,735.51,1817.46,Low,Festival,Monday,406,416,4.85
P2489,Toys,1240.24,1083.73,Low,Autumn,Saturday,132,527,1.41
P2490,Books,97.01,318.64,Medium,Winter,Friday,77,340,1.49
P2491,Clothing,277.09,769.66,High,Spring,Saturday,226,709,3.81
P2492,Books,297.84,1458.09,High,Winter,Tuesday,131,244,3.67
P2493,Toys,419.1,389.66,Low,Monsoon,Monday,485,892,2
P2494,Beauty,945.7,1200.95,High,Monsoon,Friday,376,420,4.25
P2495,Clothing,1516.65,1405.78,Low,Summer,Sunday,412,192,1.52
P2496,Home Appliances,1815.8,720.51,High,Winter,Wednesday,90,296,4.7
P2497,Home Appliances,1678.98,1403.07,High,Winter,Thursday,498,132,1.8
P2498,Home Appliances,433.93,1774.2,High,Monsoon,Saturday,117,167,1.33
P2499,Beauty,910.24,970.63,Low,Spring,Saturday,110,332,2.36
P2500,Beauty,438.85,796.67,Medium,Spring,Friday,377,22,1.75
P2501,Toys,565.72,539.76,High,Festival,Thursday,354,836,3.11
P2502,Books,1031.92,1228.2,High,Spring,Saturday,271,575,3.75
P2503,Toys,182.81,1765.71,High,Winter,Wednesday,392,881,2.96
P2504,Toys,475.44,683.09,Low,Summer,Friday,432,798,3.64
P2505,Beauty,1873.99,822.66,Medium,Spring,Tuesday,227,564,2.46
P2506,Home Appliances,958.93,842.92,Low,Monsoon,Monday,472,788,1.11
P2507,Electronics,918.5,1143.58,High,Monsoon,Wednesday,244,630,4.9
P2508,Books,78.41,495.4,Low,Festival,Thursday,308,844,4.28
P2509,Beauty,532.43,1653.31,High,Festival,Thursday,55,687,1.29
P2510,Home Appliances,1739.27,626.42,High,Winter,Wednesday,37,872,2.8
P2511,Clothing,371.03,1425.46,Low,Spring,Sunday,388,929,3.54
P2512,Electronics,859.49,1050.77,High,Spring,Tuesday,55,627,1.76
P2513,Electronics,77.95,1192.5,High,Festival,Saturday,12,572,3.31
P2514,Beauty,982.75,400.24,Medium,Spring,Tuesday,403,213,3.13
P2515,Sports,90.99,1483.3,Low,Winter,Saturday,463,966,1.83
P2516,Books,1648.24,417.81,Low,Summer,Saturday,185,311,1.56
P2517,Electronics,1658.46,271.27,High,Monsoon,Thursday,478,52,4.04
P2518,Beauty,1586.1,1116.03,High,Winter,Saturday,237,804,2.29
P2519,Beauty,602.56,1433.13,Low,Spring,Wednesday,293,606,1.98
P2520,Home Appliances,1682.61,147.57,Low,Winter,Sunday,204,738,3.95
P2521,Clothing,1108.85,185.32,Low,Monsoon,Saturday,211,679,3.94
P2522,Sports,778.93,1615.22,High,Autumn,Wednesday,226,871,2.11
P2523,Books,1269.39,1627.61,Medium,Monsoon,Monday,7,515,4.49
P2524,Toys,74.07,528.34,Medium,Monsoon,Thursday,220,648,3.75
P2525,Clothing,328.77,1249.69,High,Autumn,Tuesday,311,200,2.38
P2526,Clothing,1497.47,914.2,High,Spring,Friday,28,787,2.71
P2527,Home Appliances,526.12,1283.76,High,Spring,Tuesday,477,908,3.91
P2528,Electronics,1216.12,1732.61,Low,Summer,Tuesday,293,982,1.85
P2529,Electronics,800.95,205.72,High,Monsoon,Sunday,212,69,2.88
P2530,Home Appliances,1716.87,1567.07,Low,Winter,Friday,189,804,3.61
P2531,Beauty,1907.21,1011.41,Medium,Summer,Sunday,75,475,3.16
P2532,Electronics,1772.95,1150.05,High,Spring,Thursday,242,388,3.43
P2533,Sports,577.71,1325.17,High,Spring,Saturday,114,438,3.18
P2534,Books,428.62,1849.12,Low,Festival,Monday,167,71,1.8
P2535,Clothing,975.15,160.6,Low,Summer,Tuesday,106,929,2.64
P2536,Clothing,64.3,107.48,Low,Spring,Sunday,151,311,3.13
P2537,Sports,100.33,397.61,Medium,Autumn,Saturday,436,647,4.12
P2538,Electronics,1128.92,1973.57,Medium,Festival,Tuesday,366,983,3.62
P2539,Clothing,1064.88,1444.4,High,Winter,Thursday,84,181,2.71
P2540,Toys,1989.43,1248.55,High,Festival,Thursday,212,514,4.9
P2541,Books,443.59,141.73,Low,Monsoon,Wednesday,267,72,1.43
P2542,Books,553.3,1764.26,Medium,Monsoon,Thursday,322,781,1.83
P2543,Clothing,271.4,1634.88,High,Winter,Thursday,269,25,2.37
P2544,Home Appliances,1839.21,1346.36,Low,Autumn,Tuesday,461,700,1.91
P2545,Clothing,1566.73,711.31,Low,Winter,Monday,425,851,3.5
P2546,Home Appliances,1653.56,187.48,Medium,Summer,Sunday,177,889,1.16
P2547,Clothing,1810.39,1181.08,Medium,Winter,Tuesday,271,110,1.71
P2548,Toys,1073.55,1453.4,High,Winter,Sunday,312,996,2.17
P2549,Beauty,929.83,233.77,High,Festival,Saturday,182,185,3.73
P2550,Books,694.26,1285.85,Low,Autumn,Sunday,159,202,4.5
P2551,Clothing,1198.97,608.41,Low,Winter,Thursday,189,974,4.19
P2552,Toys,935.84,1540.28,Low,Summer,Wednesday,186,982,1.73
P2553,Home Appliances,930.55,1102.25,High,Festival,Monday,471,822,3.26
P2554,Home Appliances,1877.01,301.62,Medium,Autumn,Wednesday,444,908,1.12
P2555,Books,1968.86,1076.71,High,Autumn,Friday,309,282,2.24
P2556,Sports,1603.14,821.69,Medium,Spring,Wednesday,470,476,4.22
P2557,Clothing,1525.68,401.69,High,Monsoon,Wednesday,246,942,2.83
P2558,Electronics,1377.09,1690.96,High,Summer,Saturday,317,782,1.6
P2559,Home Appliances,373.85,71.51,Medium,Monsoon,Thursday,464,184,2.75
P2560,Beauty,165.26,658.65,High,Festival,Saturday,384,243,1.79
P2561,Beauty,1396.92,74.56,High,Festival,Thursday,42,821,2.57
P2562,Home Appliances,1471.13,237.21,Low,Summer,Saturday,285,225,2.95
P2563,Sports,141.6,629.34,Medium,Autumn,Thursday,468,500,2.4
P2564,Sports,1859.7,155.83,Medium,Winter,Sunday,476,426,4.75
P2565,Toys,227.72,1213.43,Low,Summer,Thursday,411,768,3.25
P2566,Beauty,607.51,219.38,Medium,Festival,Thursday,300,542,4.37
P2567,Toys,1361.16,1418.34,Low,Monsoon,Wednesday,477,460,4.04
P2568,Beauty,381.25,152.65,Medium,Summer,Friday,389,845,3.64
P2569,Clothing,158.06,165.65,Medium,Autumn,Thursday,436,764,2.99
P2570,Clothing,695.74,645.39,Medium,Spring,Friday,369,809,1.01
P2571,Electronics,1543.64,1798.31,Medium,Spring,Friday,362,289,3.45
P2572,Clothing,856.67,1300.72,Low,Winter,Tuesday,486,253,2.42
P2573,Electronics,1323.3,1551.76,Low,Winter,Tuesday,437,684,1.47
P2574,Clothing,1180.26,326.03,Medium,Autumn,Monday,436,155,2.78
P2575,Books,93.33,1676.54,High,Monsoon,Sunday,294,76,3.94
P2576,Clothing,1977.65,65.89,Low,Winter,Saturday,428,112,4.85
P2577,Toys,130.78,465.46,Medium,Spring,Tuesday,181,319,2.5
P2578,Home Appliances,1937.22,1251.38,Low,Autumn,Thursday,371,931,3.17
P2579,Toys,1122.24,781.73,High,Autumn,Friday,386,965,4.4
P2580,Home Appliances,1928.16,1969.18,High,Autumn,Saturday,365,646,2.34
P2581,Sports,273.77,109.16,High,Summer,Monday,182,126,1.57
P2582,Toys,1006.3,1997.27,Medium,Monsoon,Tuesday,340,481,2.13
P2583,Sports,380.53,1266.07,Medium,Monsoon,Wednesday,491,772,4.6
P2584,Electronics,149.4,1139.48,High,Winter,Sunday,495,330,1.64
P2585,Electronics,1254.18,166.05,Low,Monsoon,Saturday,461,444,2.32
P2586,Books,455.18,582.99,Low,Festival,Monday,218,379,2.86
P2587,Clothing,1196.01,1853.09,High,Spring,Thursday,163,747,4.39
P2588,Toys,269.11,740.78,Medium,Winter,Saturday,46,709,4.75
P2589,Sports,697.37,1340.22,Low,Monsoon,Friday,456,196,2.7
P2590,Home Appliances,1574.18,1999.02,Low,Spring,Thursday,92,597,4.73
P2591,Electronics,902.25,562.99,Low,Winter,Thursday,105,794,1.65
P2592,Clothing,1274.1,1173.36,Medium,Festival,Saturday,207,478,1.63
P2593,Electronics,1312.54,1408.05,High,Spring,Wednesday,439,670,4.8
P2594,Home Appliances,1695.32,371.02,Medium,Festival,Wednesday,498,716,3.04
P2595,Clothing,683.6,339.91,Low,Spring,Saturday,328,885,1.74
P2596,Clothing,1390.23,939.8,High,Summer,Saturday,139,805,2.95
P2597,Sports,1925.15,802.33,Medium,Summer,Saturday,29,482,4.13
P2598,Sports,1473.97,1442.72,High,Spring,Sunday,251,565,4.31
P2599,Toys,1005.25,185.54,Low,Spring,Sunday,453,463,4.46
P2600,Toys,1279.9,1945.72,Medium,Festival,Friday,191,455,3.28
P2601,Beauty,1492.38,77.84,High,Monsoon,Tuesday,47,691,4.47
P2602,Beauty,1243.94,1222.57,Medium,Autumn,Thursday,367,103,3.04
P2603,Books,82.52,1147.13,Low,Spring,Saturday,251,745,3.43
P2604,Electronics,429.81,312.7,High,Winter,Sunday,263,799,4.03
P2605,Toys,1630.41,344.29,Low,Winter,Tuesday,373,47,2.7
P2606,Sports,581.67,1595.72,High,Winter,Friday,64,791,1.29
P2607,Home Appliances,1476.55,1780.75,Low,Summer,Thursday,338,491,2.4
P2608,Sports,775.63,601.88,Low,Monsoon,Tuesday,320,756,3.5
P2609,Electronics,1067.67,904.03,Medium,Festival,Thursday,348,120,1.77
P2610,Beauty,182.55,742.24,Low,Monsoon,Wednesday,268,899,1.59
P2611,Sports,403.39,191.47,Medium,Summer,Saturday,12,419,2.17
P2612,Books,1916.53,1362.75,Low,Monsoon,Wednesday,292,177,1.13
P2613,Electronics,1785.77,1659.13,Low,Monsoon,Monday,29,575,3.97
P2614,Beauty,1321.94,644.51,Low,Winter,Friday,139,406,2.03
P2615,Home Appliances,946.31,1980.84,High,Spring,Saturday,437,136,1.5
P2616,Beauty,1367.73,197.91,Medium,Winter,Tuesday,454,999,3.8
P2617,Clothing,1256.29,1340.49,High,Monsoon,Thursday,85,796,4.37
P2618,Books,1158.68,924.04,Medium,Spring,Sunday,74,51,1.08
P2619,Electronics,165.4,920.87,Low,Festival,Monday,251,50,1.93
P2620,Home Appliances,1283.97,942.41,High,Autumn,Friday,224,571,4.78
P2621,Books,1549.39,554.43,Medium,Spring,Friday,47,496,2.54
P2622,Beauty,1988.46,1445.35,Low,Summer,Friday,417,908,4.75
P2623,Books,71.6,1457.07,Medium,Winter,Tuesday,81,680,2.1
P2624,Electronics,1473.84,600.67,Medium,Winter,Saturday,451,853,1.87
P2625,Toys,1164.99,1678.85,Low,Monsoon,Wednesday,121,408,1.86
P2626,Books,896.4,667.85,High,Monsoon,Monday,43,191,1.34
P2627,Clothing,298.76,1463.93,Low,Monsoon,Tuesday,146,190,4.59
P2628,Books,847.72,285.95,High,Monsoon,Thursday,74,950,4.92
P2629,Beauty,741.04,378.97,Medium,Winter,Tuesday,53,687,4.82
P2630,Beauty,640.52,665.8,Medium,Spring,Thursday,233,753,4.41
P2631,Home Appliances,1475.22,1208.05,Medium,Festival,Thursday,295,727,4.39
P2632,Beauty,1416.41,1308.75,High,Spring,Friday,363,876,3.64
P2633,Sports,1198.59,822.89,Low,Summer,Tuesday,200,473,4.3
P2634,Electronics,1880.4,201.79,High,Winter,Wednesday,162,59,1.83
P2635,Electronics,732.22,778.59,Medium,Spring,Thursday,37,417,2.55
P2636,Toys,525.41,1393.1,Medium,Winter,Sunday,425,410,3.56
P2637,Toys,1329.01,1358.44,Low,Summer,Friday,97,155,4.5
P2638,Electronics,437.69,362.38,High,Autumn,Wednesday,49,307,3.64
P2639,Clothing,664.27,65.18,Medium,Autumn,Tuesday,384,154,4.36
P2640,Toys,487.97,1518.31,High,Autumn,Wednesday,10,25,2.9
P2641,Home Appliances,184.85,257.42,High,Winter,Tuesday,40,94,3.87
P2642,Beauty,1663.62,210.58,Low,Spring,Thursday,402,225,4.92
P2643,Electronics,546.35,55.27,Low,Winter,Monday,153,491,1.61
P2644,Toys,972.4,893.57,Medium,Festival,Monday,106,61,4.71
P2645,Electronics,134.46,1031.36,Low,Spring,Saturday,41,557,3.09
P2646,Sports,1413.71,1293.44,High,Summer,Saturday,164,116,3.57
P2647,Books,694.59,627.32,Low,Monsoon,Thursday,258,228,4.51
P2648,Beauty,1502.24,1435.33,High,Autumn,Wednesday,211,944,2.64
P2649,Electronics,854.19,380.2,Medium,Spring,Tuesday,202,346,2.67
P2650,Books,431.72,1672.38,High,Spring,Monday,433,930,3.11
P2651,Toys,1050.69,1165.1,Low,Autumn,Tuesday,195,380,1.08
P2652,Books,304.48,1188.59,Low,Summer,Thursday,53,819,2.99
P2653,Beauty,909.05,459.06,Medium,Winter,Wednesday,147,263,2.16
P2654,Electronics,668.75,194.51,Low,Winter,Sunday,499,414,4.71
P2655,Sports,1828.32,956.21,Medium,Monsoon,Tuesday,282,589,1.35
P2656,Clothing,168.81,1250.44,Medium,Spring,Wednesday,310,994,2.84
P2657,Toys,1403.33,235.34,Low,Autumn,Sunday,243,708,4.79
P2658,Electronics,406.36,1903.54,High,Festival,Monday,51,645,4.6
P2659,Beauty,672.14,1961.81,Medium,Summer,Tuesday,495,39,3.81
P2660,Toys,860.25,1113.64,High,Winter,Friday,409,194,3.36
P2661,Home Appliances,1820.63,1902.63,Low,Summer,Monday,114,298,2.12
P2662,Books,523.03,399.92,High,Summer,Wednesday,273,368,2.47
P2663,Clothing,228.05,99.57,High,Monsoon,Thursday,458,483,1.36
P2664,Beauty,671.44,126.85,High,Summer,Friday,120,994,4.14
P2665,Home Appliances,254.12,1195.65,High,Autumn,Saturday,189,574,2.3
P2666,Electronics,300.76,170.2,Low,Monsoon,Tuesday,46,409,3.67
P2667,Sports,1169.01,1919.16,Low,Autumn,Saturday,243,698,2.43
P2668,Toys,168.76,326.77,High,Monsoon,Monday,311,993,2.86
P2669,Books,110.32,644.21,Low,Autumn,Tuesday,50,142,3.22
P2670,Toys,1443.11,1653.91,Low,Monsoon,Tuesday,331,511,4.21
P2671,Clothing,755.21,476.54,Medium,Monsoon,Friday,11,512,1.84
P2672,Electronics,294.48,523.79,Low,Spring,Friday,396,883,2.6
P2673,Toys,544.54,1302.5,High,Autumn,Friday,424,86,1.52
P2674,Books,1302.07,588.37,Low,Spring,Friday,48,359,1.3
P2675,Electronics,587.3,474.02,Low,Monsoon,Thursday,377,69,3.42
P2676,Toys,1014.32,545.65,Low,Winter,Wednesday,56,464,1.76
P2677,Sports,287.31,1006.76,Low,Monsoon,Friday,8,888,1.24
P2678,Beauty,1196.78,1933.89,Medium,Winter,Monday,472,474,4.59
P2679,Electronics,666.35,1672.86,High,Winter,Tuesday,14,320,3.14
P2680,Beauty,1272.59,604.99,High,Winter,Saturday,215,100,1.54
P2681,Electronics,1626.37,758.58,Low,Winter,Friday,370,940,1.21
P2682,Sports,1242.71,955.8,Low,Autumn,Monday,440,974,1.48
P2683,Beauty,626.71,1958.91,Medium,Festival,Thursday,245,307,2.89
P2684,Home Appliances,548.7,386.16,Low,Autumn,Monday,54,334,3.67
P2685,Books,688.47,747.09,Medium,Festival,Saturday,484,289,3.57
P2686,Home Appliances,371.01,1472.38,High,Autumn,Saturday,273,720,1.58
P2687,Toys,403.29,1929.69,High,Winter,Monday,429,976,3.53
P2688,Sports,1591.85,353.57,Medium,Summer,Thursday,389,127,2.62
P2689,Home Appliances,800.23,493.39,High,Monsoon,Saturday,131,704,2.86
P2690,Electronics,900.19,490.1,Low,Festival,Thursday,9,919,4.21
P2691,Toys,1208.4,90.82,Low,Summer,Tuesday,212,576,2.33
P2692,Toys,1199.82,1228.03,Medium,Winter,Friday,122,280,1.59
P2693,Home Appliances,181.38,1357.87,High,Festival,Saturday,114,526,4.49
P2694,Home Appliances,1671.5,1224.93,High,Summer,Monday,20,110,1.85
P2695,Sports,395.79,189.08,Medium,Autumn,Wednesday,499,397,2.18
P2696,Books,1459.99,185,Medium,Winter,Wednesday,339,295,3.83
P2697,Home Appliances,1556.71,460.25,High,Autumn,Sunday,21,989,3.73
P2698,Clothing,1444.05,616.07,Medium,Autumn,Tuesday,208,62,4.2
P2699,Home Appliances,1179.01,1583.76,Low,Winter,Wednesday,33,739,1.74
P2700,Beauty,78.49,360.81,High,Festival,Tuesday,133,850,2.41
P2701,Electronics,752.73,135.98,Medium,Monsoon,Friday,408,807,1.5
P2702,Clothing,1229.44,818.28,Medium,Spring,Sunday,191,249,3.16
P2703,Clothing,805.53,861.96,Medium,Spring,Tuesday,463,223,2.17
P2704,Beauty,1733.79,929.27,High,Monsoon,Thursday,26,625,3.76
P2705,Beauty,652.16,1662.46,Low,Winter,Thursday,364,370,1
P2706,Toys,622.39,241.11,Low,Spring,Sunday,89,373,1.24
P2707,Books,568.7,1422.69,High,Monsoon,Thursday,92,743,2.73
P2708,Electronics,698.92,708.99,Medium,Summer,Saturday,33,861,4.83
P2709,Sports,1136.94,654.46,High,Monsoon,Thursday,238,869,4.56
P2710,Clothing,1428.68,1868.46,High,Festival,Thursday,18,710,4.98
P2711,Sports,1342.01,534.51,Medium,Monsoon,Thursday,274,336,2.67
P2712,Home Appliances,1625.05,1302.94,High,Autumn,Thursday,422,845,1.19
P2713,Home Appliances,1777.53,586.5,Low,Autumn,Saturday,289,485,2.22
P2714,Sports,1641.35,1038.93,High,Winter,Thursday,27,832,3.7
P2715,Home Appliances,86.94,1583.27,Medium,Autumn,Thursday,305,620,1.54
P2716,Books,1485.04,1769.36,High,Summer,Friday,434,106,2.2
P2717,Beauty,456.38,1685.46,Low,Monsoon,Saturday,399,336,1.22
P2718,Home Appliances,309.21,1185.25,High,Summer,Thursday,108,82,2.9
P2719,Toys,1295.05,535.19,High,Winter,Tuesday,461,265,1.84
P2720,Home Appliances,673.5,1339.41,High,Autumn,Sunday,436,752,1.36
P2721,Electronics,161.38,1434.31,High,Spring,Friday,226,179,2.64
P2722,Books,318.38,70.85,Medium,Monsoon,Saturday,324,342,2.4
P2723,Electronics,51.81,906.46,Low,Spring,Wednesday,355,166,3.15
P2724,Electronics,1811.29,1694.36,Low,Festival,Monday,19,428,4
P2725,Toys,98.01,1004.7,Low,Winter,Saturday,223,950,1.45
P2726,Books,458.44,657.18,High,Festival,Sunday,281,467,4.16
P2727,Books,861.71,1750.01,Low,Spring,Friday,104,743,1.11
P2728,Books,745.31,353.97,Medium,Spring,Thursday,332,885,2.77
P2729,Books,1827.87,452.57,High,Spring,Friday,332,867,3.35
P2730,Books,128.56,1390.38,High,Festival,Monday,362,108,4.83
P2731,Toys,1048.82,737.25,Low,Winter,Monday,409,741,3.3
P2732,Home Appliances,1376.93,1440.38,High,Monsoon,Saturday,289,934,1.63
P2733,Electronics,1866.81,357.52,High,Monsoon,Thursday,444,253,3.07
P2734,Books,1259.72,541.92,Low,Summer,Thursday,37,975,2.58
P2735,Clothing,1617.32,355.46,Medium,Summer,Tuesday,348,780,2.92
P2736,Home Appliances,213.26,1908.18,Medium,Spring,Monday,380,486,1.79
P2737,Home Appliances,802.58,840.54,Low,Winter,Thursday,244,450,3
P2738,Electronics,779.2,707.58,Medium,Winter,Monday,43,203,1.6
P2739,Toys,1778.26,77.69,Medium,Autumn,Tuesday,126,384,3.98
P2740,Sports,345.17,349.16,Medium,Autumn,Wednesday,9,671,3.38
P2741,Sports,346.18,871.21,High,Festival,Monday,14,376,1.31
P2742,Home Appliances,690.69,183.58,High,Autumn,Tuesday,131,164,4.56
P2743,Beauty,156.21,1045.94,High,Monsoon,Tuesday,325,508,3.47
P2744,Beauty,405.79,937.28,Medium,Monsoon,Sunday,184,543,2.26
P2745,Electronics,1932.16,1545.98,High,Festival,Tuesday,282,467,1.18
